Date,Open,High,Low,Close,Adj Close,Volume
"Sep 06, 2022",1694.80,1715.30,1694.70,1715.30,1715.30,651.00
"Sep 05, 2022",1709.70,1717.40,1699.70,1700.40,1700.40,697.00
"Sep 01, 2022",1703.40,1715.70,1703.10,1709.80,1709.80,182.00
"Aug 31, 2022",1707.90,1707.90,1693.90,1696.60,1696.60,683.00
"Aug 30, 2022",1718.30,1720.90,1708.50,1712.80,1712.80,2133.00
"Aug 29, 2022",1736.40,1739.00,1720.70,1723.20,1723.20,385.00
"Aug 28, 2022",1732.40,1741.20,1732.10,1736.60,1736.60,950.00
"Aug 25, 2022",1754.00,1755.00,1736.10,1736.10,1736.10,202.00
"Aug 24, 2022",1761.60,1761.80,1755.00,1757.70,1757.70,172.00
"Aug 23, 2022",1745.00,1751.80,1743.60,1747.80,1747.80,187.00
"Aug 22, 2022",1738.00,1748.90,1731.90,1746.80,1746.80,509.00
"Aug 21, 2022",1740.50,1740.50,1726.50,1734.00,1734.00,347.00
"Aug 18, 2022",1753.70,1754.30,1747.50,1747.60,1747.60,49.00
"Aug 17, 2022",1762.90,1762.90,1753.40,1755.30,1755.30,321.00
"Aug 16, 2022",1769.70,1769.70,1760.00,1760.30,1760.30,23.00
"Aug 15, 2022",1777.40,1777.40,1771.40,1773.20,1773.20,308.00
"Aug 14, 2022",1799.00,1799.00,1774.70,1781.40,1781.40,64.00
"Aug 11, 2022",1786.30,1800.40,1784.30,1798.60,1798.60,187.00
"Aug 10, 2022",1794.30,1794.30,1785.70,1789.70,1789.70,1235.00
"Aug 09, 2022",1804.40,1804.90,1787.80,1795.60,1795.60,601.00
"Aug 08, 2022",1790.00,1796.10,1789.00,1794.00,1794.00,249.00
"Aug 07, 2022",1771.80,1786.80,1771.80,1786.80,1786.80,127.00
"Aug 04, 2022",1791.20,1791.40,1764.20,1772.90,1772.90,645.00
"Aug 03, 2022",1769.40,1792.10,1767.70,1788.50,1788.50,285.00
"Aug 02, 2022",1756.70,1770.50,1753.00,1758.00,1758.00,399.00
"Aug 01, 2022",1772.10,1786.60,1759.40,1771.10,1771.10,1078.00
"Jul 31, 2022",1763.90,1772.50,1756.10,1769.00,1769.00,705.00
"Jul 28, 2022",1754.00,1765.70,1750.00,1762.90,1762.90,3485.00
"Jul 27, 2022",1732.30,1755.00,1732.00,1750.30,1750.30,37236.00
"Jul 26, 2022",1719.10,1719.10,1719.10,1719.10,1719.10,144865.00
"Jul 25, 2022",1718.00,1718.00,1717.70,1717.70,1717.70,1.00
"Jul 24, 2022",1727.00,1732.00,1719.00,1719.00,1719.00,67.00
"Jul 21, 2022",1713.30,1735.00,1713.00,1727.10,1727.10,61.00
"Jul 20, 2022",1687.00,1715.50,1679.80,1712.70,1712.70,183.00
"Jul 19, 2022",1707.10,1708.50,1699.50,1699.50,1699.50,130.00
"Jul 18, 2022",1712.30,1714.40,1706.10,1710.00,1710.00,1684.00
"Jul 17, 2022",1712.20,1712.40,1709.20,1709.20,1709.20,264.00
"Jul 14, 2022",1705.40,1709.70,1701.10,1702.40,1702.40,721.00
"Jul 13, 2022",1710.30,1710.50,1704.50,1704.50,1704.50,1289.00
"Jul 12, 2022",1710.00,1734.20,1710.00,1734.20,1734.20,368.00
"Jul 11, 2022",1734.20,1735.50,1723.30,1723.30,1723.30,451.00
"Jul 10, 2022",1732.50,1736.70,1730.00,1730.00,1730.00,75.00
"Jul 07, 2022",1738.10,1749.30,1732.10,1740.60,1740.60,370.00
"Jul 06, 2022",1745.20,1745.20,1737.00,1737.90,1737.90,1869.00
"Jul 05, 2022",1762.50,1768.00,1734.00,1734.90,1734.90,1729.00
"Jul 04, 2022",1805.40,1805.40,1761.80,1761.80,1761.80,64.00
"Jun 30, 2022",1795.50,1806.10,1791.60,1798.90,1798.90,77.00
"Jun 29, 2022",1809.60,1817.30,1801.00,1804.10,1804.10,328.00
"Jun 28, 2022",1818.30,1830.30,1812.80,1813.70,1813.70,173.00
"Jun 27, 2022",1824.20,1826.00,1817.50,1817.50,1817.50,391.00
"Jun 26, 2022",1830.50,1830.70,1819.90,1820.90,1820.90,77.00
"Jun 23, 2022",1820.50,1826.50,1815.80,1826.50,1826.50,61.00
"Jun 22, 2022",1835.50,1841.20,1825.70,1825.70,1825.70,9.00
"Jun 21, 2022",1829.50,1842.70,1821.60,1834.30,1834.30,115.00
"Jun 20, 2022",1835.30,1838.60,1830.10,1834.60,1834.60,216.00
"Jun 16, 2022",1853.70,1853.70,1833.60,1835.60,1835.60,170.00
"Jun 15, 2022",1819.20,1850.60,1814.90,1845.70,1845.70,136.00
"Jun 14, 2022",1814.10,1839.00,1810.80,1815.30,1815.30,108.00
"Jun 13, 2022",1825.00,1825.50,1805.30,1809.50,1809.50,536.00
"Jun 12, 2022",1873.80,1873.80,1818.70,1828.00,1828.00,127.00
"Jun 09, 2022",1842.70,1875.60,1823.90,1871.50,1871.50,1490.00
"Jun 08, 2022",1846.10,1850.10,1837.90,1848.80,1848.80,159.00
"Jun 07, 2022",1844.80,1855.00,1844.40,1851.90,1851.90,218.00
"Jun 06, 2022",1836.90,1851.60,1835.00,1847.50,1847.50,1168.00
"Jun 05, 2022",1849.00,1854.10,1839.20,1839.20,1839.20,142.00
"Jun 02, 2022",1867.60,1871.80,1845.40,1845.40,1845.40,53.00
"Jun 01, 2022",1845.40,1868.70,1842.10,1866.50,1866.50,551.00
"May 31, 2022",1831.00,1847.90,1825.30,1843.30,1843.30,1623.00
"May 30, 2022",1850.30,1862.10,1832.80,1842.70,1842.70,4073.00
"May 26, 2022",1848.30,1860.70,1845.90,1851.30,1851.30,30091.00
"May 25, 2022",1840.40,1847.40,1840.40,1847.40,1847.40,123355.00
"May 24, 2022",1846.20,1846.20,1846.20,1846.20,1846.20,-
"May 23, 2022",1852.50,1867.00,1852.50,1865.10,1865.10,33.00
"May 22, 2022",1846.30,1863.00,1845.80,1847.80,1847.80,216.00
"May 19, 2022",31209.00,31548.00,30585.00,31213.00,31213.00,217514.00
"May 18, 2022",31397.00,31524.00,30955.00,31202.00,31202.00,222586.00
"May 17, 2022",32629.00,32651.00,31299.00,31440.00,31440.00,168601.00
"May 16, 2022",32139.00,32692.00,32129.00,32581.00,32581.00,166271.00
"May 15, 2022",32148.00,32453.00,31867.00,32159.00,32159.00,167019.00
"May 12, 2022",31556.00,32201.00,31556.00,32120.00,32120.00,171076.00
"May 11, 2022",31803.00,31893.00,31148.00,31652.00,31652.00,256197.00
"May 10, 2022",32048.00,32506.00,31715.00,31743.00,31743.00,264401.00
"May 09, 2022",32206.00,32663.00,31805.00,32087.00,32087.00,239430.00
"May 08, 2022",32624.00,32690.00,32037.00,32161.00,32161.00,242482.00
"May 05, 2022",32933.00,32966.00,32376.00,32809.00,32809.00,241720.00
"May 04, 2022",33926.00,34020.00,32589.00,32910.00,32910.00,252365.00
"May 03, 2022",33041.00,34027.00,32925.00,33969.00,33969.00,188059.00
"May 02, 2022",32960.00,33254.00,32806.00,33033.00,33033.00,162760.00
"May 01, 2022",32988.00,33145.00,32358.00,32980.00,32980.00,222204.00
"Apr 28, 2022",33735.00,33903.00,32820.00,32882.00,32882.00,202184.00
"Apr 27, 2022",33308.00,33968.00,33155.00,33828.00,33828.00,211619.00
"Apr 26, 2022",33163.00,33611.00,33015.00,33226.00,33226.00,239696.00
"Apr 25, 2022",33965.00,34038.00,33081.00,33160.00,33160.00,222151.00
"Apr 24, 2022",33644.00,34021.00,33230.00,33965.00,33965.00,265193.00
"Apr 21, 2022",34696.00,34719.00,33594.00,33728.00,33728.00,234366.00
"Apr 20, 2022",35125.00,35413.00,34635.00,34709.00,34709.00,195639.00
"Apr 19, 2022",34785.00,35233.00,34728.00,35079.00,35079.00,207813.00
"Apr 18, 2022",34397.00,34897.00,34226.00,34841.00,34841.00,172165.00
"Apr 17, 2022",34369.00,34530.00,34179.00,34313.00,34313.00,138271.00
"Apr 13, 2022",34463.00,34794.00,34340.00,34358.00,34358.00,168122.00
"Apr 12, 2022",34178.00,34511.00,34052.00,34482.00,34482.00,161480.00
"Apr 11, 2022",34232.00,34582.00,34002.00,34139.00,34139.00,193135.00
"Apr 10, 2022",34636.00,34668.00,34181.00,34219.00,34219.00,159044.00
"Apr 07, 2022",34481.00,34820.00,34368.00,34613.00,34613.00,156893.00
"Apr 06, 2022",34370.00,34613.00,34093.00,34490.00,34490.00,168413.00
"Apr 05, 2022",34595.00,34608.00,34178.00,34399.00,34399.00,185467.00
"Apr 04, 2022",34802.00,35015.00,34469.00,34550.00,34550.00,152767.00
"Apr 03, 2022",34688.00,34849.00,34514.00,34829.00,34829.00,117196.00
"Mar 31, 2022",34702.00,34805.00,34437.00,34718.00,34718.00,152091.00
"Mar 30, 2022",35124.00,35215.00,34592.00,34618.00,34618.00,137841.00
"Mar 29, 2022",35154.00,35257.00,34955.00,35117.00,35117.00,121051.00
"Mar 28, 2022",34848.00,35281.00,34826.00,35190.00,35190.00,147281.00
"Mar 27, 2022",34762.00,34886.00,34445.00,34853.00,34853.00,129887.00
"Mar 24, 2022",34640.00,34841.00,34522.00,34759.00,34759.00,123518.00
"Mar 23, 2022",34252.00,34655.00,34214.00,34604.00,34604.00,123375.00
"Mar 22, 2022",34691.00,34792.00,34217.00,34250.00,34250.00,128190.00
"Mar 21, 2022",34490.00,34775.00,34318.00,34709.00,34709.00,111073.00
"Mar 20, 2022",34670.00,34694.00,34228.00,34436.00,34436.00,153664.00
"Mar 17, 2022",34335.00,34484.00,34215.00,34413.66,34413.66,152069.00
"Mar 16, 2022",34124.00,34491.00,33867.00,34461.00,34461.00,24152.00
"Mar 15, 2022",33510.00,34160.00,33388.00,34059.00,34059.00,42649.00
"Mar 14, 2022",32979.00,33618.00,32680.00,33532.00,33532.00,94046.00
"Mar 13, 2022",33012.00,33395.00,32815.00,32944.00,32944.00,111933.00
"Mar 11, 2022",33190.00,33691.00,32901.00,32925.00,32925.00,150209.00
"Mar 10, 2022",33254.00,33294.00,32799.00,33152.00,33152.00,184103.00
"Mar 09, 2022",32538.00,33441.00,32521.00,33265.00,33265.00,202047.00
"Mar 08, 2022",32716.00,33374.00,32305.00,32602.00,32602.00,286678.00
"Mar 07, 2022",33451.00,33542.00,32689.00,32782.00,32782.00,253270.00
"Mar 04, 2022",33772.00,33859.00,33210.00,33583.00,33583.00,260950.00
"Mar 03, 2022",33805.00,34143.00,33597.00,33738.00,33738.00,195518.00
"Mar 02, 2022",33318.00,33977.00,33121.00,33849.00,33849.00,239411.00
"Mar 01, 2022",33822.00,34065.00,33064.00,33267.00,33267.00,275407.00
"Feb 28, 2022",33678.00,33914.00,33322.00,33840.00,33840.00,303760.00
"Feb 25, 2022",33036.00,34034.00,32762.00,33994.00,33994.00,286523.00
"Feb 24, 2022",33052.00,33205.00,32167.00,33156.00,33156.00,438495.00
"Feb 23, 2022",33585.00,33824.00,33015.00,33066.00,33066.00,238843.00
"Feb 22, 2022",33869.00,34349.00,33292.00,33525.00,33525.00,450328.00
"Feb 18, 2022",34237.00,34500.00,33900.00,34007.00,34007.00,232775.00
"Feb 17, 2022",34842.00,34910.00,34171.00,34231.00,34231.00,209143.00
"Feb 16, 2022",34886.00,35060.00,34558.00,34851.00,34851.00,196641.00
"Feb 15, 2022",34472.00,34968.00,34345.00,34904.00,34904.00,193885.00
"Feb 14, 2022",34665.00,34755.00,34205.00,34471.00,34471.00,274108.00
"Feb 11, 2022",35128.00,35330.00,34511.00,34627.00,34627.00,319729.00
"Feb 10, 2022",35717.00,35750.00,34990.00,35139.00,35139.00,282693.00
"Feb 09, 2022",35382.00,35752.00,35370.00,35641.00,35641.00,166011.00
"Feb 08, 2022",35001.00,35426.00,34931.00,35342.00,35342.00,182374.00
"Feb 07, 2022",35002.00,35205.00,34806.00,34969.00,34969.00,174182.00
"Feb 04, 2022",35113.00,35212.00,34668.00,34978.00,34978.00,266481.00
"Feb 03, 2022",35545.00,35569.00,34941.00,34971.00,34971.00,234690.00
"Feb 02, 2022",35232.00,35590.00,35167.00,35492.00,35492.00,222533.00
"Feb 01, 2022",34915.00,35316.00,34833.00,35274.00,35274.00,209606.00
"Jan 31, 2022",34576.00,35026.00,34313.00,34997.00,34997.00,234760.00
"Jan 28, 2022",34240.00,34622.00,33613.00,34595.00,34595.00,315125.00
"Jan 27, 2022",34071.00,34658.00,33532.00,34043.00,34043.00,329887.00
"Jan 26, 2022",33969.00,34699.00,33745.00,34055.00,34055.00,319037.00
"Jan 25, 2022",34294.00,34472.00,33422.00,34185.00,34185.00,340838.00
"Jan 24, 2022",34143.00,34410.00,33031.00,34253.00,34253.00,465699.00
"Jan 21, 2022",34556.00,34782.00,34100.00,34157.00,34157.00,335699.00
"Jan 20, 2022",34953.00,35379.00,34407.00,34616.00,34616.00,272488.00
"Jan 19, 2022",35301.00,35430.00,34883.00,34910.00,34910.00,296130.00
"Jan 18, 2022",35856.00,35901.00,35135.00,35259.00,35259.00,322172.00
"Jan 14, 2022",36002.00,36114.00,35515.00,35796.00,35796.00,256880.00
"Jan 13, 2022",36179.00,36390.00,35921.00,35989.00,35989.00,217100.00
"Jan 12, 2022",36131.00,36332.00,36040.00,36160.00,36160.00,175020.00
"Jan 11, 2022",35948.00,36153.00,35641.00,36128.00,36128.00,220376.00
"Jan 10, 2022",36121.00,36171.00,35521.00,35952.00,35952.00,268667.00
"Jan 07, 2022",36173.00,36265.00,35988.00,36107.00,36107.00,218010.00
"Jan 06, 2022",36309.00,36418.00,36074.00,36123.00,36123.00,266023.00
"Jan 05, 2022",36656.00,36832.00,36279.00,36291.00,36291.00,243988.00
"Jan 04, 2022",36432.00,36804.00,36409.00,36675.00,36675.00,175657.00
"Jan 03, 2022",36304.00,36472.00,36120.00,36455.00,36455.00,158894.00
"Dec 31, 2021",36296.00,36371.00,36121.00,36226.00,36226.00,76942.00
"Dec 30, 2021",36394.00,36572.00,36255.00,36291.00,36291.00,85639.00
"Dec 29, 2021",36278.00,36463.00,36250.00,36381.00,36381.00,94675.00
"Dec 28, 2021",36180.00,36408.00,36113.00,36282.00,36282.00,115487.00
"Dec 27, 2021",35831.00,36206.00,35759.00,36178.00,36178.00,91647.00
"Dec 23, 2021",35647.00,35946.00,35625.00,35832.00,35832.00,91398.00
"Dec 22, 2021",35405.00,35662.00,35286.00,35632.00,35632.00,110144.00
"Dec 21, 2021",34907.00,35413.00,34858.00,35381.00,35381.00,168394.00
"Dec 20, 2021",35253.00,35328.00,34547.00,34813.00,34813.00,220121.00
"Dec 17, 2021",35958.00,35978.00,35650.00,35675.79,35675.79,271461.00
"Dec 16, 2021",35936.00,36204.00,35778.00,35902.00,35902.00,36899.00
"Dec 15, 2021",35551.00,35969.00,35389.00,35926.00,35926.00,50018.00
"Dec 14, 2021",35680.00,35785.00,35437.00,35552.00,35552.00,63716.00
"Dec 13, 2021",35975.00,36123.00,35602.00,35645.00,35645.00,107184.00
"Dec 10, 2021",35749.00,35992.00,35705.00,35967.00,35967.00,129465.00
"Dec 09, 2021",35745.00,35859.00,35567.00,35753.00,35753.00,137726.00
"Dec 08, 2021",35780.00,35926.00,35588.00,35746.00,35746.00,154871.00
"Dec 07, 2021",35251.00,35807.00,35196.00,35713.00,35713.00,173908.00
"Dec 06, 2021",34590.00,35344.00,34581.00,35212.00,35212.00,229691.00
"Dec 03, 2021",34715.00,34795.00,34247.00,34566.00,34566.00,269198.00
"Dec 02, 2021",34050.00,34738.00,34018.00,34622.00,34622.00,288474.00
"Dec 01, 2021",34524.00,34986.00,33928.00,34002.00,34002.00,281341.00
"Nov 30, 2021",35132.00,35234.00,34384.00,34457.00,34457.00,294074.00
"Nov 29, 2021",34741.00,35246.00,34740.00,35077.00,35077.00,251023.00
"Nov 26, 2021",35778.00,35900.00,34626.00,34858.00,34858.00,307938.00
"Nov 25, 2021",35778.00,35900.00,35754.00,35781.00,35781.00,149804.00
"Nov 24, 2021",35762.00,35790.00,35532.00,35749.00,35749.00,149804.00
"Nov 23, 2021",35620.00,35793.00,35370.00,35766.00,35766.00,220528.00
"Nov 22, 2021",35592.00,35880.00,35530.00,35571.00,35571.00,198406.00
